country,year,hiv_deaths,doctors_per_1000,number_of_doctors
Bahamas,2000,600.0,,
Belarus,2000,60.0,3.3,3300.0
Belize,2000,350.0,1.04,1040.0
Bolivia,2000,2200.0,,
Brazil,2000,10.0,,
Barbados,2000,60.0,1.38,1380.0
Bhutan,2000,60.0,,
Botswana,2000,13.0,0.289,289.0
Central African Republic,2000,14.0,,
Canada,2000,350.0,,
Switzerland,2000,60.0,3.51,3510.0
China,2000,,1.27,1270.0
Cote d'Ivoire,2000,48.0,,
Cameroon,2000,27.0,,
"Congo, Rep.",2000,5700.0,,
Colombia,2000,8900.0,1.26,1260.0
Comoros,2000,60.0,,
Costa Rica,2000,350.0,1.31,1310.0
Cuba,2000,350.0,5.94,5940.0
Czech Republic,2000,60.0,3.38,3380.0
Germany,2000,600.0,3.27,3270.0
Djibouti,2000,600.0,,
Denmark,2000,60.0,2.91,2910.0
Dominican Republic,2000,3700.0,1.83,1830.0
Algeria,2000,120.0,,
Ecuador,2000,2000.0,1.45,1450.0
Egypt,2000,120.0,2.12,2120.0
Eritrea,2000,1600.0,0.042,42.0
Spain,2000,2000.0,3.12,3120.0
Estonia,2000,60.0,2.94,2940.0
Finland,2000,60.0,2.5,2500.0
Fiji,2000,60.0,,
France,2000,1800.0,3.38,3380.0
Gabon,2000,1800.0,,
UK,2000,350.0,1.99,1990.0
Georgia,2000,60.0,3.92,3920.0
Ghana,2000,15.0,,
Guinea,2000,6100.0,0.092,92.0
Gambia,2000,120.0,,
Guinea-Bissau,2000,600.0,,
Equatorial Guinea,2000,120.0,,
Greece,2000,150.0,,
Guatemala,2000,1500.0,,
Guyana,2000,600.0,0.482,482.0
Honduras,2000,7000.0,0.552,552.0
Croatia,2000,60.0,2.29,2290.0
Haiti,2000,12.0,,
Hungary,2000,350.0,2.69,2690.0
Indonesia,2000,60.0,,
India,2000,120.0,,
Ireland,2000,60.0,2.24,2240.0
Iran,2000,2500.0,,
Iceland,2000,60.0,3.44,3440.0
Israel,2000,60.0,3.69,3690.0
Italy,2000,600.0,3.44,3440.0
Jamaica,2000,2900.0,,
Japan,2000,150.0,1.94,1940.0
Kazakhstan,2000,350.0,3.21,3210.0
Kenya,2000,120.0,,
Kyrgyz Republic,2000,60.0,2.8,2800.0
Cambodia,2000,6900.0,0.169,169.0
South Korea,2000,60.0,1.3,1300.0
Lao,2000,60.0,0.279,279.0
Lebanon,2000,60.0,,
Liberia,2000,3500.0,,
Sri Lanka,2000,60.0,0.424,424.0
Lesotho,2000,12.0,,
Lithuania,2000,60.0,3.53,3530.0
Luxembourg,2000,60.0,2.15,2150.0
Latvia,2000,150.0,2.85,2850.0
Morocco,2000,600.0,,
Moldova,2000,600.0,2.43,2430.0
Madagascar,2000,1300.0,,
Maldives,2000,60.0,,
Mexico,2000,7900.0,1.64,1640.0
Mali,2000,6900.0,0.044,44.0
Malta,2000,60.0,2.56,2560.0
Myanmar,2000,8600.0,0.302,302.0
Mongolia,2000,60.0,,
Mozambique,2000,36.0,0.024,24.0
Mauritania,2000,600.0,,
Mauritius,2000,350.0,0.888,888.0
Malawi,2000,59.0,,
Malaysia,2000,3500.0,0.681,681.0
Namibia,2000,7200.0,,
Niger,2000,2900.0,,
Nigeria,2000,130.0,0.269,269.0
Nicaragua,2000,150.0,,
Netherlands,2000,350.0,2.45,2450.0
Norway,2000,60.0,3.38,3380.0
Nepal,2000,3700.0,,
New Zealand,2000,60.0,2.23,2230.0
Oman,2000,60.0,1.39,1390.0
Pakistan,2000,1100.0,0.595,595.0
Panama,2000,2000.0,,
Peru,2000,6400.0,,
Philippines,2000,60.0,1.22,1220.0
Papua New Guinea,2000,1400.0,0.05,50.0
Poland,2000,150.0,2.21,2210.0
Portugal,2000,350.0,3.2,3200.0
Qatar,2000,60.0,,
Romania,2000,150.0,1.97,1970.0
Rwanda,2000,21.0,,
Sudan,2000,5600.0,0.158,158.0
Senegal,2000,1200.0,,
Singapore,2000,60.0,1.38,1380.0
Sierra Leone,2000,600.0,,
El Salvador,2000,600.0,,
Somalia,2000,2700.0,,
Serbia,2000,350.0,,
South Sudan,2000,,,
Sao Tome and Principe,2000,60.0,,
Suriname,2000,600.0,0.399,399.0
Slovak Republic,2000,60.0,3.24,3240.0
Slovenia,2000,60.0,2.16,2160.0
Sweden,2000,60.0,3.03,3030.0
Eswatini,2000,5700.0,,
Chad,2000,7900.0,0.029,29.0
Togo,2000,5600.0,,
Thailand,2000,56.0,,
Tajikistan,2000,120.0,2.15,2150.0
Trinidad and Tobago,2000,600.0,0.957,957.0
Tunisia,2000,60.0,0.752,752.0
Turkey,2000,60.0,1.33,1330.0
Tanzania,2000,120.0,,
Uganda,2000,100.0,,
Ukraine,2000,6400.0,3.03,3030.0
Uruguay,2000,350.0,,
USA,2000,20.0,2.59,2590.0
Uzbekistan,2000,60.0,2.94,2940.0
Venezuela,2000,3700.0,,
Vietnam,2000,4500.0,,
Yemen,2000,350.0,,
South Africa,2000,160.0,,
Zambia,2000,66.0,,
Zimbabwe,2000,150.0,0.127,127.0
Afghanistan,2001,150.0,0.208,208.0
Angola,2001,10.0,,
Argentina,2001,2800.0,3.25,3250.0
Armenia,2001,150.0,2.55,2550.0
Australia,2001,150.0,2.57,2570.0
Austria,2001,60.0,3.99,3990.0
Azerbaijan,2001,150.0,3.51,3510.0
Burundi,2001,14.0,,
Belgium,2001,60.0,2.84,2840.0
Benin,2001,3100.0,,
Burkina Faso,2001,15.0,0.04,40.0
Bangladesh,2001,60.0,0.247,247.0
Bulgaria,2001,60.0,3.38,3380.0
Bahamas,2001,600.0,,
Belarus,2001,60.0,,
Belize,2001,350.0,,
Bolivia,2001,2200.0,1.18,1180.0
Brazil,2001,11.0,,
Barbados,2001,60.0,1.58,1580.0
Bhutan,2001,60.0,,
Botswana,2001,15.0,0.29,290.0
Central African Republic,2001,15.0,,
Canada,2001,350.0,1.89,1890.0
Switzerland,2001,150.0,3.52,3520.0
China,2001,,1.29,1290.0
Cote d'Ivoire,2001,51.0,,
Cameroon,2001,31.0,,
"Congo, Rep.",2001,5800.0,,
Colombia,2001,9300.0,1.28,1280.0
Comoros,2001,60.0,,
Costa Rica,2001,150.0,,
Cuba,2001,350.0,5.95,5950.0
Czech Republic,2001,60.0,3.44,3440.0
Germany,2001,600.0,3.33,3330.0
Djibouti,2001,600.0,,
Denmark,2001,60.0,2.93,2930.0
Dominican Republic,2001,4000.0,,
Algeria,2001,300.0,,
Ecuador,2001,2200.0,1.55,1550.0
Egypt,2001,120.0,,
Eritrea,2001,1800.0,0.039,39.0
Spain,2001,1800.0,3.13,3130.0
Estonia,2001,120.0,2.78,2780.0
Finland,2001,60.0,2.5,2500.0
Fiji,2001,60.0,,
France,2001,1800.0,3.41,3410.0
Gabon,2001,2000.0,,
UK,2001,350.0,2.04,2040.0
Georgia,2001,60.0,3.85,3850.0
Ghana,2001,16.0,,
Guinea,2001,6300.0,,
Gambia,2001,300.0,,
Guinea-Bissau,2001,600.0,,
Equatorial Guinea,2001,300.0,,
Greece,2001,150.0,,
Guatemala,2001,1700.0,,
Guyana,2001,600.0,,
Honduras,2001,7000.0,,
Croatia,2001,60.0,2.34,2340.0
Haiti,2001,12.0,,
Hungary,2001,350.0,2.89,2890.0
Indonesia,2001,150.0,,
India,2001,140.0,,
Ireland,2001,60.0,2.39,2390.0
Iran,2001,3200.0,,
Iceland,2001,60.0,3.47,3470.0
Israel,2001,60.0,3.71,3710.0
Italy,2001,600.0,3.51,3510.0
Jamaica,2001,3100.0,,
Japan,2001,150.0,,
Kazakhstan,2001,350.0,3.36,3360.0
Kenya,2001,120.0,,
Kyrgyz Republic,2001,60.0,2.69,2690.0
Cambodia,2001,7300.0,,
South Korea,2001,60.0,1.4,1400.0
Lao,2001,150.0,,
Lebanon,2001,60.0,2.62,2620.0
Liberia,2001,3900.0,,
Sri Lanka,2001,150.0,0.443,443.0
Lesotho,2001,14.0,,
Lithuania,2001,60.0,3.54,3540.0
Luxembourg,2001,60.0,2.22,2220.0
Latvia,2001,150.0,2.66,2660.0
Morocco,2001,600.0,0.483,483.0
Moldova,2001,600.0,2.29,2290.0
Madagascar,2001,1300.0,0.087,87.0
Maldives,2001,60.0,,
Mexico,2001,7800.0,1.53,1530.0
Mali,2001,7200.0,,
Malta,2001,60.0,3.04,3040.0
Myanmar,2001,10.0,,
Mongolia,2001,60.0,,
Mozambique,2001,43.0,,
Mauritania,2001,600.0,,
Mauritius,2001,350.0,0.904,904.0
Malawi,2001,63.0,,
Malaysia,2001,3900.0,,
Namibia,2001,8600.0,,
Niger,2001,3200.0,,
Nigeria,2001,150.0,,
Nicaragua,2001,150.0,,
Netherlands,2001,150.0,2.52,2520.0
Norway,2001,60.0,3.54,3540.0
Nepal,2001,4000.0,0.052,52.0
New Zealand,2001,60.0,2.18,2180.0
Oman,2001,60.0,1.43,1430.0
Pakistan,2001,1400.0,0.605,605.0
Panama,2001,2100.0,1.26,1260.0
Peru,2001,6800.0,,
Philippines,2001,60.0,1.22,1220.0
Papua New Guinea,2001,1600.0,,
Poland,2001,150.0,2.24,2240.0
Portugal,2001,350.0,3.25,3250.0
Qatar,2001,60.0,2.22,2220.0
Romania,2001,150.0,2.0,2000.0
Rwanda,2001,21.0,,
Sudan,2001,6000.0,,
Senegal,2001,1400.0,,
Singapore,2001,60.0,1.44,1440.0
Sierra Leone,2001,600.0,,
El Salvador,2001,600.0,,
Somalia,2001,2800.0,,
Serbia,2001,350.0,,
South Sudan,2001,,,
Sao Tome and Principe,2001,60.0,,
Suriname,2001,600.0,,
Slovak Republic,2001,60.0,3.23,3230.0
Slovenia,2001,60.0,2.18,2180.0
Sweden,2001,60.0,3.12,3120.0
Eswatini,2001,6700.0,0.172,172.0
Chad,2001,8900.0,,
Togo,2001,6400.0,0.057,57.0
Thailand,2001,52.0,0.298,298.0
Tajikistan,2001,120.0,2.09,2090.0
Trinidad and Tobago,2001,600.0,0.922,922.0
Tunisia,2001,60.0,0.777,777.0
Turkey,2001,60.0,1.38,1380.0
Tanzania,2001,130.0,,
Uganda,2001,100.0,,
Ukraine,2001,9000.0,3.03,3030.0
Uruguay,2001,350.0,,
USA,2001,20.0,,
Uzbekistan,2001,60.0,2.89,2890.0
Venezuela,2001,3800.0,1.93,1930.0
Vietnam,2001,5500.0,0.53,530.0
Yemen,2001,350.0,,
South Africa,2001,210.0,,
Zambia,2001,68.0,,
Zimbabwe,2001,150.0,,
Afghanistan,2002,150.0,,
Angola,2002,11.0,,
Argentina,2002,2800.0,,
Armenia,2002,350.0,2.5,2500.0
Australia,2002,150.0,2.56,2560.0
Austria,2002,60.0,4.06,4059.9999999999995
Azerbaijan,2002,150.0,3.52,3520.0
Burundi,2002,15.0,,
Belgium,2002,60.0,2.85,2850.0
Benin,2002,3300.0,,
Burkina Faso,2002,14.0,,
Bangladesh,2002,60.0,,
Bulgaria,2002,60.0,3.47,3470.0
Bahamas,2002,600.0,,
Belarus,2002,150.0,,
Belize,2002,350.0,,
Bolivia,2002,2200.0,,
Brazil,2002,12.0,,
Barbados,2002,60.0,,
Bhutan,2002,60.0,,
Botswana,2002,16.0,0.299,299.0
Central African Republic,2002,15.0,,
Canada,2002,350.0,1.9,1900.0
Switzerland,2002,150.0,3.56,3560.0
China,2002,,1.14,1140.0
Cote d'Ivoire,2002,52.0,,
Cameroon,2002,33.0,,
"Congo, Rep.",2002,5800.0,,
Colombia,2002,7800.0,1.32,1320.0
Comoros,2002,60.0,,
Costa Rica,2002,60.0,,
Cuba,2002,150.0,6.0,6000.0
Czech Republic,2002,60.0,3.49,3490.0
Germany,2002,600.0,3.36,3360.0
Djibouti,2002,600.0,,
Denmark,2002,60.0,3.04,3040.0
Dominican Republic,2002,4100.0,,
Algeria,2002,300.0,1.12,1120.0
Ecuador,2002,2300.0,1.57,1570.0
Egypt,2002,120.0,,
Eritrea,2002,2000.0,0.052,52.0
Spain,2002,1700.0,3.13,3130.0
Estonia,2002,120.0,2.96,2960.0
Finland,2002,60.0,2.53,2530.0
Fiji,2002,60.0,,
France,2002,1800.0,3.44,3440.0
Gabon,2002,2300.0,,
UK,2002,350.0,2.11,2110.0
Georgia,2002,60.0,3.99,3990.0
Ghana,2002,18.0,0.09,90.0
Guinea,2002,6500.0,,
Gambia,2002,300.0,,
Guinea-Bissau,2002,600.0,,
Equatorial Guinea,2002,300.0,,
Greece,2002,350.0,,
Guatemala,2002,1900.0,,
Guyana,2002,600.0,,
Honduras,2002,6800.0,,
Croatia,2002,60.0,2.36,2360.0
Haiti,2002,12.0,,
Hungary,2002,350.0,3.2,3200.0
Indonesia,2002,350.0,,
India,2002,160.0,,
Ireland,2002,60.0,2.42,2420.0
Iran,2002,3900.0,,
Iceland,2002,60.0,3.58,3580.0
Israel,2002,60.0,3.72,3720.0
Italy,2002,600.0,3.56,3560.0
Jamaica,2002,3200.0,,
Japan,2002,150.0,1.98,1980.0
Kazakhstan,2002,600.0,3.5,3500.0
Kenya,2002,130.0,0.138,138.0
Kyrgyz Republic,2002,60.0,2.57,2570.0
Cambodia,2002,7600.0,,
South Korea,2002,60.0,1.5,1500.0
Lao,2002,150.0,,
Lebanon,2002,60.0,,
Liberia,2002,4100.0,,
Sri Lanka,2002,150.0,,
Lesotho,2002,16.0,,
Lithuania,2002,60.0,3.63,3630.0
Luxembourg,2002,60.0,2.27,2270.0
Latvia,2002,150.0,2.77,2770.0
Morocco,2002,600.0,,
Moldova,2002,600.0,2.33,2330.0
Madagascar,2002,1400.0,0.133,133.0
Maldives,2002,60.0,,
Mexico,2002,7600.0,1.54,1540.0
Mali,2002,7400.0,,
Malta,2002,60.0,3.22,3220.0
Myanmar,2002,12.0,,
Mongolia,2002,60.0,2.7,2700.0
Mozambique,2002,50.0,,
Mauritania,2002,600.0,,
Mauritius,2002,350.0,0.961,961.0
Malawi,2002,67.0,,
Malaysia,2002,4400.0,0.723,723.0
Namibia,2002,10.0,,
Niger,2002,3400.0,0.033,33.0
Nigeria,2002,170.0,,
Nicaragua,2002,150.0,,
Netherlands,2002,150.0,2.59,2590.0
Norway,2002,60.0,3.22,3220.0
Nepal,2002,4300.0,,
New Zealand,2002,60.0,2.13,2130.0
Oman,2002,60.0,1.47,1470.0
Pakistan,2002,1700.0,,
Panama,2002,2200.0,1.35,1350.0
Peru,2002,7000.0,,
Philippines,2002,60.0,1.11,1110.0
Papua New Guinea,2002,1700.0,,
Poland,2002,150.0,2.28,2280.0
Portugal,2002,350.0,3.29,3290.0
Qatar,2002,60.0,,
Romania,2002,150.0,2.12,2120.0
Rwanda,2002,21.0,0.019,19.0
Sudan,2002,6300.0,,
Senegal,2002,1500.0,,
Singapore,2002,120.0,1.44,1440.0
Sierra Leone,2002,1100.0,,
El Salvador,2002,600.0,1.32,1320.0
Somalia,2002,2900.0,,
Serbia,2002,350.0,,
South Sudan,2002,,,
Sao Tome and Principe,2002,60.0,,
Suriname,2002,600.0,,
Slovak Republic,2002,60.0,3.2,3200.0
Slovenia,2002,60.0,2.24,2240.0
Sweden,2002,60.0,3.21,3210.0
Eswatini,2002,7700.0,,
Chad,2002,10.0,,
Togo,2002,7100.0,,
Thailand,2002,47.0,0.296,296.0
Tajikistan,2002,300.0,2.0,2000.0
Trinidad and Tobago,2002,600.0,0.783,783.0
Tunisia,2002,60.0,0.789,789.0
Turkey,2002,60.0,1.39,1390.0
Tanzania,2002,130.0,0.023,23.0
Uganda,2002,97.0,0.047,47.0
Ukraine,2002,12.0,3.02,3020.0
Uruguay,2002,350.0,3.75,3750.0
USA,2002,20.0,,
Uzbekistan,2002,60.0,2.83,2830.0
Venezuela,2002,3400.0,,
Vietnam,2002,6800.0,0.558,558.0
Yemen,2002,600.0,,
South Africa,2002,260.0,,
Zambia,2002,69.0,,
Zimbabwe,2002,160.0,,
Afghanistan,2003,150.0,,
Angola,2003,12.0,,
Argentina,2003,2900.0,,
Armenia,2003,350.0,2.4,2400.0
Australia,2003,150.0,2.63,2630.0
Austria,2003,60.0,4.15,4150.0
Azerbaijan,2003,350.0,3.51,3510.0
Burundi,2003,15.0,,
Belgium,2003,60.0,2.85,2850.0
Benin,2003,3500.0,,
Burkina Faso,2003,14.0,,
Bangladesh,2003,60.0,0.268,268.0
Bulgaria,2003,150.0,3.55,3550.0
Bahamas,2003,600.0,,
Belarus,2003,300.0,,
Belize,2003,350.0,,
Bolivia,2003,2200.0,,
Brazil,2003,12.0,,
Barbados,2003,60.0,,
Bhutan,2003,60.0,,
Botswana,2003,17.0,0.288,288.0
Central African Republic,2003,16.0,,
Canada,2003,350.0,,
Switzerland,2003,60.0,3.66,3660.0
China,2003,,1.19,1190.0
Cote d'Ivoire,2003,53.0,,
Cameroon,2003,35.0,,
"Congo, Rep.",2003,5900.0,,
Colombia,2003,8000.0,1.35,1350.0
Comoros,2003,60.0,,
Costa Rica,2003,60.0,,
Cuba,2003,60.0,6.07,6070.0
Czech Republic,2003,60.0,3.51,3510.0
Germany,2003,600.0,3.4,3400.0
Djibouti,2003,600.0,,
Denmark,2003,60.0,3.08,3080.0
Dominican Republic,2003,4300.0,,
Algeria,2003,300.0,,
Ecuador,2003,2500.0,1.5,1500.0
Egypt,2003,300.0,0.507,507.0
Eritrea,2003,2100.0,0.039,39.0
Spain,2003,1700.0,3.22,3220.0
Estonia,2003,300.0,3.0,3000.0
Finland,2003,60.0,2.56,2560.0
Fiji,2003,60.0,0.443,443.0
France,2003,1800.0,3.45,3450.0
Gabon,2003,2500.0,,
UK,2003,350.0,2.2,2200.0
Georgia,2003,60.0,4.04,4040.0
Ghana,2003,19.0,,
Guinea,2003,6600.0,,
Gambia,2003,300.0,0.1,100.0
Guinea-Bissau,2003,600.0,,
Equatorial Guinea,2003,300.0,,
Greece,2003,350.0,,
Guatemala,2003,2000.0,,
Guyana,2003,600.0,,
Honduras,2003,6500.0,,
Croatia,2003,60.0,2.42,2420.0
Haiti,2003,11.0,,
Hungary,2003,350.0,3.25,3250.0
Indonesia,2003,600.0,0.132,132.0
India,2003,180.0,,
Ireland,2003,60.0,2.59,2590.0
Iran,2003,4600.0,,
Iceland,2003,60.0,3.61,3610.0
Israel,2003,60.0,3.71,3710.0
Italy,2003,600.0,3.62,3620.0
Jamaica,2003,3300.0,0.85,850.0
Japan,2003,150.0,,
Kazakhstan,2003,600.0,3.54,3540.0
Kenya,2003,130.0,,
Kyrgyz Republic,2003,60.0,2.54,2540.0
Cambodia,2003,7600.0,,
South Korea,2003,150.0,1.58,1580.0
Lao,2003,350.0,,
Lebanon,2003,60.0,,
Liberia,2003,4200.0,,
Sri Lanka,2003,150.0,,
Lesotho,2003,18.0,0.045,45.0
Lithuania,2003,60.0,3.61,3610.0
Luxembourg,2003,60.0,2.4,2400.0
Latvia,2003,350.0,2.82,2820.0
Morocco,2003,600.0,,
Moldova,2003,600.0,2.33,2330.0
Madagascar,2003,1400.0,0.144,144.0
Maldives,2003,60.0,,
Mexico,2003,7200.0,1.59,1590.0
Mali,2003,7400.0,,
Malta,2003,60.0,3.08,3080.0
Myanmar,2003,13.0,,
Mongolia,2003,60.0,,
Mozambique,2003,58.0,,
Mauritania,2003,600.0,,
Mauritius,2003,350.0,0.944,944.0
Malawi,2003,71.0,0.011,11.0
Malaysia,2003,4500.0,0.735,735.0
Namibia,2003,11.0,,
Niger,2003,3700.0,,
Nigeria,2003,190.0,0.262,262.0
Nicaragua,2003,150.0,0.384,384.0
Netherlands,2003,150.0,2.63,2630.0
Norway,2003,60.0,3.23,3230.0
Nepal,2003,4500.0,,
New Zealand,2003,60.0,2.18,2180.0
Oman,2003,60.0,1.53,1530.0
Pakistan,2003,2200.0,,
Panama,2003,2200.0,1.35,1350.0
Peru,2003,6900.0,,
Philippines,2003,60.0,1.23,1230.0
Papua New Guinea,2003,1900.0,,
Poland,2003,150.0,2.41,2410.0
Portugal,2003,350.0,3.34,3340.0
Qatar,2003,60.0,,
Romania,2003,350.0,,
Rwanda,2003,21.0,,
Sudan,2003,6400.0,,
Senegal,2003,1600.0,,
Singapore,2003,120.0,1.49,1490.0
Sierra Leone,2003,1400.0,,
El Salvador,2003,600.0,,
Somalia,2003,3000.0,,
Serbia,2003,350.0,2.6,2600.0
South Sudan,2003,,,
Sao Tome and Principe,2003,60.0,,
Suriname,2003,600.0,,
Slovak Republic,2003,60.0,3.15,3150.0
Slovenia,2003,60.0,2.25,2250.0
Sweden,2003,60.0,3.28,3280.0
Eswatini,2003,8500.0,0.151,151.0
Chad,2003,11.0,,
Togo,2003,7600.0,,
Thailand,2003,39.0,,
Tajikistan,2003,300.0,1.9,1900.0
Trinidad and Tobago,2003,600.0,0.767,767.0
Tunisia,2003,60.0,0.803,803.0
Turkey,2003,120.0,1.41,1410.0
Tanzania,2003,130.0,,
Uganda,2003,93.0,,
Ukraine,2003,15.0,3.01,3010.0
Uruguay,2003,600.0,,
USA,2003,20.0,,
Uzbekistan,2003,60.0,2.77,2770.0
Venezuela,2003,3000.0,,
Vietnam,2003,8200.0,,
Yemen,2003,600.0,,
South Africa,2003,300.0,,
Zambia,2003,71.0,,
Zimbabwe,2003,160.0,,
Afghanistan,2004,350.0,,
Angola,2004,12.0,0.062,62.0
Argentina,2004,3100.0,3.19,3190.0
Armenia,2004,350.0,2.41,2410.0
Australia,2004,150.0,2.71,2710.0
Austria,2004,60.0,4.23,4230.0
Azerbaijan,2004,350.0,3.51,3510.0
Burundi,2004,15.0,0.028,28.0
Belgium,2004,60.0,2.86,2860.0
Benin,2004,3600.0,0.039,39.0
Burkina Faso,2004,13.0,0.053,53.0
Bangladesh,2004,60.0,0.277,277.0
Bulgaria,2004,150.0,3.48,3480.0
Bahamas,2004,600.0,,
Belarus,2004,300.0,,
Belize,2004,350.0,,
Bolivia,2004,2200.0,,
Brazil,2004,13.0,,
Barbados,2004,60.0,,
Bhutan,2004,60.0,0.182,182.0
Botswana,2004,15.0,0.385,385.0
Central African Republic,2004,16.0,0.08,80.0
Canada,2004,350.0,1.9,1900.0
Switzerland,2004,60.0,3.7,3700.0
China,2004,,1.22,1220.0
Cote d'Ivoire,2004,53.0,0.112,112.0
Cameroon,2004,36.0,0.186,186.0
"Congo, Rep.",2004,5900.0,0.213,213.0
Colombia,2004,8700.0,1.39,1390.0
Comoros,2004,60.0,0.198,198.0
Costa Rica,2004,150.0,,
Cuba,2004,60.0,6.21,6210.0
Czech Republic,2004,60.0,3.5,3500.0
Germany,2004,600.0,3.43,3430.0
Djibouti,2004,600.0,0.158,158.0
Denmark,2004,60.0,3.22,3220.0
Dominican Republic,2004,4400.0,,
Algeria,2004,300.0,,
Ecuador,2004,2600.0,,
Egypt,2004,300.0,,
Eritrea,2004,2200.0,0.051,51.0
Spain,2004,1700.0,3.44,3440.0
Estonia,2004,300.0,3.02,3020.0
Finland,2004,60.0,3.65,3650.0
Fiji,2004,60.0,,
France,2004,1800.0,3.47,3470.0
Gabon,2004,2500.0,0.279,279.0
UK,2004,350.0,2.33,2330.0
Georgia,2004,60.0,4.03,4030.0000000000005
Ghana,2004,20.0,0.148,148.0
Guinea,2004,6700.0,0.11,110.0
Gambia,2004,300.0,0.103,103.0
Guinea-Bissau,2004,1100.0,0.14,140.0
Equatorial Guinea,2004,300.0,0.185,185.0
Greece,2004,350.0,,
Guatemala,2004,1600.0,,
Guyana,2004,600.0,,
Honduras,2004,5800.0,,
Croatia,2004,60.0,2.5,2500.0
Haiti,2004,11.0,,
Hungary,2004,150.0,3.34,3340.0
Indonesia,2004,1200.0,,
India,2004,190.0,,
Ireland,2004,60.0,2.76,2760.0
Iran,2004,5200.0,0.88,880.0
Iceland,2004,60.0,3.61,3610.0
Israel,2004,60.0,3.68,3680.0
Italy,2004,600.0,3.69,3690.0
Jamaica,2004,3300.0,,
Japan,2004,150.0,2.03,2029.9999999999998
Kazakhstan,2004,600.0,3.53,3530.0
Kenya,2004,130.0,,
Kyrgyz Republic,2004,60.0,2.51,2510.0
Cambodia,2004,7200.0,,
South Korea,2004,150.0,1.58,1580.0
Lao,2004,350.0,0.347,347.0
Lebanon,2004,60.0,,
Liberia,2004,4300.0,0.033,33.0
Sri Lanka,2004,150.0,0.538,538.0
Lesotho,2004,19.0,,
Lithuania,2004,60.0,3.58,3580.0
Luxembourg,2004,60.0,2.46,2460.0
Latvia,2004,350.0,2.92,2920.0
Morocco,2004,600.0,0.532,532.0
Moldova,2004,1000.0,2.25,2250.0
Madagascar,2004,1500.0,0.152,152.0
Maldives,2004,60.0,1.0,1000.0
Mexico,2004,6700.0,1.66,1660.0
Mali,2004,7100.0,0.057,57.0
Malta,2004,60.0,,
Myanmar,2004,15.0,0.376,376.0
Mongolia,2004,60.0,,
Mozambique,2004,65.0,0.026,26.0
Mauritania,2004,600.0,0.106,106.0
Mauritius,2004,350.0,1.04,1040.0
Malawi,2004,74.0,0.021,21.0
Malaysia,2004,4600.0,0.72,720.0
Namibia,2004,12.0,0.308,308.0
Niger,2004,4000.0,0.022,22.0
Nigeria,2004,210.0,,
Nicaragua,2004,150.0,,
Netherlands,2004,150.0,2.66,2660.0
Norway,2004,60.0,3.4,3400.0
Nepal,2004,4800.0,0.207,207.0
New Zealand,2004,60.0,2.19,2190.0
Oman,2004,60.0,1.57,1570.0
Pakistan,2004,2700.0,0.682,682.0
Panama,2004,2100.0,1.33,1330.0
Peru,2004,6700.0,,
Philippines,2004,120.0,1.11,1110.0
Papua New Guinea,2004,2000.0,,
Poland,2004,150.0,2.27,2270.0
Portugal,2004,350.0,3.41,3410.0
Qatar,2004,60.0,,
Romania,2004,350.0,2.26,2260.0
Rwanda,2004,21.0,0.049,49.0
Sudan,2004,6400.0,0.262,262.0
Senegal,2004,1700.0,0.056,56.0
Singapore,2004,120.0,1.52,1520.0
Sierra Leone,2004,1700.0,0.03,30.0
El Salvador,2004,600.0,,
Somalia,2004,3100.0,,
Serbia,2004,350.0,2.67,2670.0
South Sudan,2004,,,
Sao Tome and Principe,2004,60.0,0.514,514.0
Suriname,2004,600.0,0.783,783.0
Slovak Republic,2004,60.0,3.15,3150.0
Slovenia,2004,60.0,2.3,2300.0
Sweden,2004,60.0,3.37,3370.0
Eswatini,2004,9300.0,0.16,160.0
Chad,2004,12.0,0.036,36.0
Togo,2004,8000.0,0.044,44.0
Thailand,2004,27.0,0.29,290.0
Tajikistan,2004,300.0,1.91,1910.0
Trinidad and Tobago,2004,600.0,,
Tunisia,2004,60.0,1.29,1290.0
Turkey,2004,120.0,1.43,1430.0
Tanzania,2004,130.0,,
Uganda,2004,89.0,0.081,81.0
Ukraine,2004,18.0,3.01,3010.0
Uruguay,2004,600.0,,
USA,2004,20.0,2.7,2700.0
Uzbekistan,2004,60.0,2.71,2710.0
Venezuela,2004,2800.0,,
Vietnam,2004,9800.0,,
Yemen,2004,600.0,0.325,325.0
South Africa,2004,340.0,0.717,717.0
Zambia,2004,70.0,0.134,134.0
Zimbabwe,2004,150.0,0.172,172.0
Afghanistan,2005,350.0,,
Angola,2005,13.0,,
Argentina,2005,3200.0,,
Armenia,2005,350.0,2.51,2510.0
Australia,2005,150.0,2.78,2780.0
Austria,2005,60.0,4.35,4350.0
Azerbaijan,2005,350.0,3.53,3530.0
Burundi,2005,15.0,,
Belgium,2005,60.0,2.86,2860.0
Benin,2005,3700.0,,
Burkina Faso,2005,12.0,,
Bangladesh,2005,120.0,0.304,304.0
Bulgaria,2005,150.0,3.6,3600.0
Bahamas,2005,600.0,,
Belarus,2005,300.0,,
Belize,2005,350.0,,
Bolivia,2005,2200.0,,
Brazil,2005,13.0,,
Barbados,2005,60.0,1.81,1810.0
Bhutan,2005,60.0,,
Botswana,2005,12.0,0.246,246.0
Central African Republic,2005,15.0,,
Canada,2005,350.0,,
Switzerland,2005,60.0,3.74,3740.0
China,2005,,1.24,1240.0
